CustomerID,Gender,Age,Annual Income,Spending Score
1490,Male,50,26,90
1180,Male,68,84,75
1635,Male,34,147,21
1458,Female,46,95,84
1661,Male,29,81,91
1498,Male,18,43,63
1323,Female,66,25,70
1122,Female,30,80,76
1125,Female,47,20,43
1944,Female,37,91,9
1660,Male,64,22,44
1236,Female,63,95,39
1305,Female,33,88,80
1864,Male,37,20,12
1275,Male,50,21,13
1507,Male,35,107,96
1806,Female,53,46,73
1673,Male,63,138,7
1508,Female,22,139,45
1843,Female,46,128,67
1387,Female,68,125,96
1833,Female,52,103,36
1894,Male,35,81,67
1327,Male,33,72,29
1351,Female,55,127,4
1761,Male,60,35,74
1548,Female,18,29,56
1340,Male,64,39,58
1212,Male,18,120,68
1721,Male,59,129,52
1467,Female,34,67,22
1141,Female,22,120,78
1430,Female,53,89,75
1092,Male,41,118,48
1615,Female,50,46,75
1381,Female,50,97,40
1354,Female,33,62,79
1573,Female,46,141,41
1874,Female,60,93,86
1120,Female,46,63,34
1871,Male,54,91,79
1730,Male,64,142,13
1107,Male,27,83,71
1084,Male,61,41,41
1940,Female,47,95,3
1299,Male,45,29,74
1355,Female,54,66,62
1153,Male,34,25,63
1413,Male,20,125,98
1376,Male,41,97,15
1224,Male,64,81,56
1750,Female,52,35,35
1667,Male,69,83,80
1468,Male,42,42,76
1722,Female,60,87,42
1041,Female,43,69,64
1540,Male,23,110,58
1398,Female,32,115,92
1767,Male,58,115,92
1460,Female,39,61,17
1215,Female,67,135,5
1596,Female,65,139,6
1648,Female,31,56,38
1482,Female,50,104,49
1162,Male,57,27,69
1512,Male,18,58,11
1255,Male,28,139,14
1610,Female,32,121,12
1154,Male,45,93,12
1652,Female,41,138,57
1330,Male,21,51,12
1831,Male,46,17,13
1977,Male,59,141,3
1917,Female,54,128,99
1007,Female,34,114,7
1279,Male,52,114,71
1102,Male,63,18,58
1548,Male,58,108,50
1084,Male,54,54,19
1246,Female,66,31,59
1777,Male,33,23,25
1150,Female,20,108,20
1980,Male,31,53,39
1523,Male,22,147,4
1472,Female,52,27,17
1322,Female,37,77,82
1511,Female,61,121,97
1848,Female,47,88,94
1428,Male,69,63,51
1226,Female,30,125,86
1440,Female,40,82,19
1839,Female,49,101,89
1861,Male,43,27,32
1290,Female,37,140,69
1014,Male,23,131,30
1792,Female,34,109,95
1451,Male,25,60,63
1085,Male,45,92,97
1682,Female,45,130,7
1389,Male,36,143,52
1345,Male,20,115,93
1590,Male,39,20,28
1261,Female,60,92,78
1275,Male,32,147,73
1051,Male,31,125,15
1005,Female,66,67,67
1092,Male,44,39,10
1022,Female,25,82,50
1311,Male,44,39,82
1870,Male,18,48,37
1926,Female,35,83,53
1671,Male,49,77,11
1748,Male,47,81,82
1171,Female,51,116,96
1431,Male,21,30,48
1879,Female,26,71,27
1687,Female,24,110,40
1794,Female,55,128,43
1538,Male,53,79,15
1252,Male,61,79,81
1120,Female,52,80,88
1901,Male,35,16,68
1360,Male,50,18,71
1451,Male,35,59,80
1454,Male,55,70,28
1498,Male,52,22,40
1063,Male,27,103,3
1990,Male,47,78,86
1299,Female,42,32,41
1590,Male,46,60,82
1569,Female,59,108,55
1060,Female,59,84,47
1079,Female,61,77,6
1790,Female,30,116,11
1460,Female,20,133,27
1673,Male,58,69,61
1524,Male,64,81,90
1473,Female,33,75,55
1024,Female,19,84,98
1496,Female,43,77,36
1061,Male,59,146,24
1009,Female,65,55,89
1358,Female,59,84,15
1690,Female,37,124,63
1453,Female,51,16,67
1463,Female,19,64,41
1677,Female,23,78,30
1587,Female,39,136,14
1488,Female,33,53,93
1699,Female,22,81,40
1793,Male,59,93,63
1551,Female,70,62,7
1669,Male,59,18,19
1117,Male,52,19,65
1478,Male,27,80,65
1130,Female,28,106,70
1604,Male,19,93,17
1418,Female,63,68,15
1183,Male,26,56,87
1819,Male,70,63,42
1917,Male,30,119,59
1379,Male,61,17,87
1719,Male,55,137,46
1048,Male,21,132,20
1949,Male,59,70,91
1843,Male,28,143,70
1802,Male,60,107,34
1467,Female,47,116,33
1200,Male,39,45,42
1685,Male,23,100,18
1123,Male,27,93,17
1446,Male,62,96,55
1070,Female,26,30,63
1012,Male,67,57,57
1293,Male,29,114,9
1457,Male,21,122,28
1408,Female,62,112,97
1584,Female,64,41,41
1447,Female,43,146,42
1382,Female,57,47,28
1189,Female,69,34,48
1426,Female,37,88,21
1001,Female,46,112,64
1369,Male,70,87,69
1882,Female,38,113,31
1750,Female,63,55,57
1152,Female,68,67,89
1215,Female,58,36,84
1485,Male,69,51,12
1764,Female,20,67,30
1390,Male,51,105,78
1808,Male,43,23,99
1968,Female,24,30,41
1446,Female,68,43,64
1152,Male,45,141,80
1196,Female,25,112,33
1456,Female,23,107,78
1402,Male,34,49,50
1948,Female,30,59,95
1512,Female,48,107,92
1783,Female,39,70,61
1366,Female,22,62,27
1243,Male,27,120,19
1027,Female,37,71,94
1800,Female,61,95,2
1080,Female,39,78,7
1614,Male,61,117,98
1536,Male,48,129,81
1507,Female,54,125,83
1903,Female,68,40,38
1322,Male,51,106,31
1331,Male,39,120,68
1328,Male,65,44,34
1902,Female,58,80,82
1165,Female,35,77,52
1459,Male,64,74,52
1465,Male,63,54,48
1955,Male,20,92,20
1894,Female,67,71,56
1826,Female,30,38,14
1162,Male,65,93,87
1195,Male,53,140,70
1611,Female,57,116,63
1491,Male,60,105,53
1933,Female,60,40,77
1057,Female,32,40,9
1822,Female,27,148,2
1817,Female,26,136,63
1331,Female,37,132,21
1723,Male,55,148,75
1040,Male,61,145,41
1167,Male,21,46,89
1126,Male,27,112,38
1230,Male,37,42,15
1138,Female,25,97,65
1795,Male,38,70,93
1603,Female,58,79,78
1708,Male,20,41,1
1577,Male,57,63,10
1409,Male,62,86,36
1042,Male,22,115,30
1032,Female,58,108,70
1927,Male,24,44,34
1983,Female,37,147,49
1369,Male,54,143,89
1320,Female,48,128,10
1249,Male,57,82,49
1910,Male,48,109,2
1487,Male,58,58,86
1927,Male,68,55,84
1767,Male,49,142,98
1130,Female,68,59,53
1314,Female,68,37,58
1778,Female,26,26,87
1268,Female,41,27,67
1510,Female,43,69,62
1287,Male,41,114,95
1436,Male,57,30,63
1094,Female,58,81,1
1368,Male,48,28,2
1123,Female,61,72,14
1326,Female,53,67,44
1024,Female,49,76,83
1850,Male,57,94,68
1108,Male,24,69,88
1483,Female,38,39,3
1687,Female,51,93,98
1102,Female,53,29,29
1179,Male,58,148,22
1099,Female,38,120,17
1113,Female,29,96,46
1188,Male,55,16,94
1490,Male,70,49,45
1288,Male,41,38,76
1894,Female,21,54,40
1486,Male,54,17,60
1912,Female,65,64,35
1116,Male,60,143,87
1119,Female,30,33,25
1349,Female,70,22,36
1698,Male,66,136,80
1156,Male,30,57,68
1880,Female,67,62,25
1930,Male,49,69,40
1346,Male,37,102,17
1396,Female,48,129,50
1269,Male,50,58,9
1681,Male,65,21,77
1699,Female,37,28,96
1891,Male,70,120,45
1573,Male,63,88,42
1833,Female,37,43,36
1184,Male,31,131,54
1599,Male,39,35,56
1684,Female,70,120,4
1944,Female,20,66,6
1585,Female,22,127,22
1928,Male,48,127,66
1755,Female,68,101,76
1208,Female,36,43,40
1007,Male,24,139,77
1862,Male,35,142,31
1251,Female,27,143,59
1236,Female,39,42,20
1091,Male,26,135,61
1817,Male,61,120,24
1912,Female,50,143,63
1630,Male,34,109,24
1460,Male,54,77,17
1928,Female,28,19,65
1637,Male,62,87,23
1987,Male,30,123,55
1179,Male,43,145,89
1147,Female,36,113,5
1664,Male,30,83,42
1858,Male,70,103,82
1356,Female,67,56,26
1666,Male,36,122,7
1488,Male,53,129,13
1889,Male,43,91,98
1115,Female,21,82,22
1770,Male,51,51,65
1373,Female,30,146,11
1772,Female,22,17,98
1002,Male,24,107,43
1841,Male,70,129,73
1585,Female,67,50,82
1352,Male,55,55,32
1396,Female,23,35,33
1540,Male,30,129,21
1791,Male,19,34,99
1147,Female,20,115,97
1931,Female,54,108,77
1616,Female,45,112,59
1876,Female,28,56,76
1164,Male,68,47,14
1569,Male,63,37,46
1338,Male,34,24,99
1576,Male,27,37,73
1583,Male,54,147,94
1312,Male,55,27,60
1436,Male,52,116,52
1624,Male,40,44,86
1906,Male,32,80,21
1598,Female,62,70,51
1992,Female,20,22,41
1821,Female,65,16,88
1209,Male,38,85,42
1008,Female,61,149,61
1851,Female,27,111,1
1259,Male,32,87,38
1422,Male,66,64,17
1189,Female,42,25,77
1634,Male,39,100,35
1943,Female,26,56,25
1015,Male,25,21,1
2000,Female,35,79,92
1287,Male,46,118,83
1594,Male,37,26,17
1100,Male,49,93,38
1268,Male,61,109,64
1167,Female,62,46,17
1624,Male,68,110,31
1501,Male,62,38,68
1014,Male,29,32,51
1413,Female,47,35,35
1113,Male,45,121,72
1100,Female,65,88,78
1560,Female,69,54,6
1653,Male,47,38,47
1745,Female,49,56,66
1596,Female,54,91,29
1339,Female,19,99,51
1206,Female,40,52,11
1402,Female,62,70,85
1248,Male,45,24,64
1070,Male,63,109,14
1117,Male,67,85,78
1403,Female,48,123,97
1145,Male,54,52,38
1517,Female,42,54,37
1712,Female,65,48,98
1947,Female,30,107,74
1401,Female,42,34,4
1727,Male,49,55,51
1352,Male,26,43,31
1321,Male,70,18,15
1524,Male,29,106,29
1467,Male,18,16,74
1956,Male,52,30,36
1734,Male,23,105,45
1001,Male,48,57,79
1307,Male,67,42,33
1520,Female,41,104,49
1136,Female,62,70,48
1793,Female,41,86,81
1714,Female,34,56,58
1111,Female,20,58,49
1407,Male,55,112,99
1408,Male,53,141,9
1654,Female,54,122,36
1218,Male,59,146,52
1459,Male,43,126,18
1653,Male,57,23,55
1203,Male,60,120,24
1836,Male,60,41,56
1681,Male,25,100,93
1840,Male,51,106,36
1900,Male,70,52,44
1818,Female,59,88,10
1451,Female,45,20,58
1198,Female,33,94,5
1451,Female,40,36,19
1717,Male,51,45,32
1636,Male,67,73,10
1921,Female,38,72,58
1548,Female,26,126,11
1712,Male,26,114,81
1978,Male,28,137,58
1670,Male,54,52,89
1842,Male,40,115,22
1184,Female,62,80,75
1367,Female,54,107,82
1444,Female,42,43,17
1488,Male,22,104,22
1750,Female,37,48,20
1020,Male,44,104,71
1663,Female,61,26,90
1536,Male,19,149,59
1867,Female,18,126,41
1269,Male,69,79,66
1707,Male,57,136,34
1728,Male,59,135,24
1773,Female,18,51,23
1664,Male,19,123,85
1555,Female,37,81,27
1511,Male,68,141,30
1592,Female,21,49,86
1659,Male,44,95,17
1767,Female,35,20,65
1295,Male,24,50,52
1548,Female,25,15,82
1857,Male,40,29,37
1892,Female,58,17,25
1381,Female,67,95,8
1646,Male,33,103,18
1616,Male,38,99,22
1501,Male,50,119,6
1319,Male,68,127,73
1642,Male,62,74,64
1432,Female,23,94,13
1657,Female,63,99,7
1941,Female,44,15,44
1190,Male,55,141,46
1583,Male,23,130,29
1138,Male,58,17,22
1496,Male,57,20,54
1654,Female,61,148,8
1603,Female,60,109,89
1862,Male,49,111,86
1855,Male,23,56,17
1596,Male,33,112,8
1822,Male,49,19,4
1865,Male,31,22,94
1190,Male,64,84,93
1327,Female,48,46,99
1216,Male,64,140,71
1901,Female,45,33,56
1263,Male,48,150,66
1433,Male,62,127,58
1977,Male,27,111,97
1403,Male,47,95,3
1597,Male,27,24,9
1593,Male,56,140,48
1136,Male,19,81,3
1861,Male,68,112,63
1062,Female,65,23,27
1092,Female,54,128,16
1140,Female,61,77,42
1853,Female,70,107,39
1889,Female,54,20,62
1231,Female,69,88,7
1437,Female,40,139,44
1106,Female,57,41,53
1436,Male,52,44,13
1483,Male,36,32,77
1456,Male,44,123,94
1233,Male,65,38,53
1735,Female,56,149,22
1964,Female,50,24,72
1175,Male,33,120,31
1096,Female,49,144,55
1321,Male,35,52,63
1424,Female,69,132,5
1505,Female,65,76,16
1493,Female,43,120,58
1627,Male,42,130,89
1455,Male,54,99,50
1179,Female,21,119,81
1576,Male,36,83,79
1687,Male,43,81,60
1777,Female,48,97,24
1539,Female,18,122,49
1264,Male,42,77,16
1307,Female,24,95,86
1126,Female,34,15,95
1337,Male,28,91,52
1803,Female,49,48,63
1373,Male,35,49,73
1479,Male,44,119,36
1576,Female,18,107,90
1383,Female,28,126,14
1736,Male,70,116,85
1447,Male,38,85,1
1120,Male,56,22,6
1086,Female,53,120,69
1812,Male,38,146,80
1340,Female,47,72,6
1694,Male,46,96,87
1902,Male,59,150,32
1387,Male,57,98,45
1783,Female,59,92,65
1460,Female,49,16,30
1032,Female,44,61,78
1316,Female,54,87,28
1482,Male,39,122,60
1282,Male,20,72,10
1967,Male,54,140,73
1367,Female,19,113,79
1586,Male,31,99,18
1122,Male,65,140,32
1545,Male,58,27,41
1537,Male,63,72,7
1464,Female,20,101,42
1447,Female,62,140,45
1303,Male,35,89,26
1995,Male,27,130,32
1738,Female,45,55,19
1859,Female,44,23,77
1928,Female,54,81,46
1121,Female,51,61,53
1157,Female,39,15,43
1158,Male,24,84,4
1678,Male,47,149,27
1536,Female,38,144,62
1590,Female,34,18,72
1172,Female,46,89,65
1452,Male,41,66,43
1719,Male,62,65,12
1559,Male,27,126,33
1556,Male,31,41,6
1261,Male,69,143,54
1300,Female,29,47,36
1311,Female,38,127,72
1411,Female,45,53,19
1037,Female,55,17,53
1845,Male,58,94,26
1935,Female,61,95,2
1432,Female,53,51,67
1461,Female,50,114,79
1006,Male,39,123,97
1872,Male,69,34,57
1144,Male,59,25,79
1885,Female,69,46,90
1056,Male,70,142,97
1186,Male,58,83,79
1281,Female,25,21,3
1229,Male,46,38,96
1817,Female,63,150,38
1637,Female,54,62,94
1431,Female,44,101,66
1622,Male,38,19,33
1741,Male,35,44,83
1950,Male,21,72,70
1487,Female,25,131,69
1895,Female,65,118,52
1964,Female,66,95,18
1332,Male,66,33,20
1615,Female,37,139,54
1459,Male,40,81,63
1018,Male,24,83,76
1841,Female,52,64,79
1340,Female,38,26,67
1456,Male,43,86,79
1276,Male,42,126,47
1265,Male,40,29,93
1619,Female,24,148,52
1308,Male,54,15,34
1307,Male,45,118,4
1233,Male,18,29,76
1798,Female,45,116,64
1519,Female,52,136,57
1612,Female,31,107,60
1146,Male,21,57,88
1442,Male,57,25,53
1979,Female,29,54,31
1783,Female,29,89,40
1524,Male,62,121,23
1519,Female,63,57,57
1628,Female,37,66,91
1650,Male,31,56,60
1408,Female,25,31,74
1906,Female,61,33,11
1264,Male,35,15,73
1372,Male,20,69,57
1787,Female,42,60,6
1923,Male,26,61,75
1602,Female,51,150,28
1720,Female,57,128,45
1256,Female,60,93,81
1703,Female,70,139,31
1240,Male,48,91,97
1592,Female,47,118,42
1775,Female,33,33,34
1827,Female,33,127,2
1117,Female,59,16,77
1784,Male,48,116,34
1783,Female,53,61,68
1962,Female,58,105,20
1573,Male,38,82,59
1324,Female,39,21,61
1826,Female,29,66,87
1123,Female,30,21,50
1232,Female,38,143,34
1220,Male,54,116,89
1214,Female,69,135,62
1618,Female,38,143,39
1398,Male,56,56,94
1258,Female,30,78,92
1354,Female,38,37,15
1199,Female,66,133,78
1110,Female,26,51,43
1008,Male,44,17,56
1960,Female,47,116,70
1897,Female,56,121,9
1009,Male,40,114,16
1670,Male,54,150,28
1427,Male,65,113,45
1927,Male,66,85,26
1890,Male,54,147,58
1392,Female,24,22,2
1767,Female,50,108,16
1868,Male,55,148,36
1979,Male,52,31,53
1032,Male,55,93,54
1463,Male,18,113,20
1937,Female,62,104,63
1962,Male,66,100,14
1287,Female,24,122,33
1277,Male,49,114,80
1797,Female,66,83,79
1428,Male,46,57,97
1464,Male,67,105,10
1004,Female,67,27,88
1224,Female,51,16,96
1692,Female,41,122,94
1896,Female,29,67,53
1319,Female,23,40,15
1345,Male,25,88,35
1179,Male,55,65,69
1920,Female,58,120,20
1508,Female,40,79,97
1425,Female,23,70,93
1848,Female,31,129,89
1816,Female,41,81,28
1971,Male,24,85,32
1409,Female,60,34,90
1857,Male,38,90,47
1687,Male,61,79,12
1724,Female,28,58,63
1122,Female,53,109,89
1054,Female,45,107,53
1712,Female,50,93,14
1121,Male,64,56,41
1233,Female,62,70,87
1324,Female,34,140,60
1153,Male,63,116,97
1096,Female,61,40,44
1414,Female,55,28,38
1532,Male,48,116,64
1995,Male,55,75,21
1752,Male,63,103,75
1946,Female,61,134,25
1707,Female,33,115,93
1268,Female,27,76,61
1957,Male,27,86,79
1181,Female,38,27,57
1322,Female,58,142,63
1557,Male,46,28,3
1681,Female,30,32,15
1921,Female,32,127,53
1717,Female,62,25,21
1588,Female,31,36,79
1439,Male,21,120,37
1987,Female,28,27,81
1378,Male,53,83,99
1250,Male,33,44,24
1967,Female,25,28,78
1273,Male,22,130,22
1677,Female,51,17,50
1011,Female,54,125,94
1438,Female,70,92,97
1132,Male,53,120,42
1727,Female,58,70,65
1160,Male,61,18,91
1628,Female,43,93,20
1628,Male,65,84,84
1269,Female,45,116,88
1713,Male,61,143,16
1611,Female,47,90,74
1982,Male,68,77,64
1484,Male,60,101,39
1578,Female,66,51,27
1682,Female,23,16,29
1375,Female,69,87,67
1492,Female,40,148,94
1432,Female,18,95,37
1770,Male,31,37,1
1316,Female,59,140,30
1306,Female,31,53,17
1330,Female,59,115,11
1103,Female,36,62,42
1375,Female,26,52,70
1879,Female,63,85,74
1880,Female,45,86,3
1903,Female,40,96,36
1872,Female,24,35,50
1298,Female,62,71,82
1574,Male,26,50,62
1909,Female,52,131,73
1742,Male,61,134,72
1917,Female,54,45,55
1949,Male,51,126,45
1491,Female,38,144,39
1886,Female,59,95,18
1773,Female,68,61,4
1604,Male,26,124,63
1201,Female,70,73,40
1969,Male,27,138,84
1830,Female,30,146,88
1335,Female,48,120,5
1886,Female,49,50,46
1440,Female,62,78,8
1685,Female,26,99,97
1270,Male,53,124,67
1704,Female,18,50,47
1825,Male,22,67,56
1031,Female,70,25,28
1820,Male,49,103,32
1874,Male,58,71,5
1509,Male,57,54,34
1348,Female,63,18,19
1968,Male,57,80,26
1141,Male,36,24,76
1454,Female,54,121,57
2992,Male,70,91,42
2847,Female,19,130,82
2207,Female,54,120,30
2565,Female,46,70,37
2786,Female,59,134,94
2944,Male,33,141,34
2392,Male,42,150,53
2901,Female,18,74,22
2460,Female,31,53,22
2619,Male,46,39,45
2219,Female,65,75,20
2673,Male,42,27,63
2144,Male,41,77,40
2521,Male,26,88,19
2080,Male,31,60,73
2944,Female,65,58,56
2860,Male,56,110,52
2095,Female,32,136,28
2437,Male,65,52,83
2164,Male,28,83,85
2801,Male,41,16,98
2483,Female,41,34,75
2049,Male,38,139,66
2818,Male,31,65,11
2323,Female,59,147,42
2806,Female,20,22,26
2165,Male,51,148,49
2979,Male,44,147,8
2360,Male,61,47,70
2057,Male,54,149,42
2411,Male,45,106,72
2046,Male,69,115,19
2421,Male,35,96,48
2166,Male,30,97,15
2447,Male,37,123,50
2323,Male,37,27,57
2688,Male,54,62,6
2959,Female,47,86,1
2327,Female,22,70,63
2587,Male,42,19,26
2687,Male,28,137,89
2143,Female,36,82,71
2340,Male,33,145,28
2950,Male,62,105,19
2984,Female,42,23,77
2691,Female,29,40,29
2232,Female,31,40,28
2637,Female,61,15,73
2143,Male,66,101,74
2187,Female,42,29,83
2155,Male,64,130,32
2531,Female,63,108,51
2707,Male,35,101,36
2634,Male,45,36,72
2966,Male,30,82,64
2112,Female,70,105,6
2370,Female,52,48,7
2738,Female,31,147,59
2129,Female,31,36,68
2926,Female,61,29,41
2313,Female,43,126,34
2045,Male,43,18,33
2079,Male,40,30,2
2005,Male,50,88,40
2708,Male,51,26,28
2658,Female,52,16,57
2887,Female,42,94,64
2589,Female,44,138,29
2248,Male,60,105,37
2408,Male,70,79,53
2672,Female,42,107,55
2420,Female,60,20,52
2596,Female,32,106,21
2324,Male,38,43,42
2822,Female,32,54,64
2388,Female,29,94,96
2997,Male,28,132,90
2341,Female,65,103,26
2049,Female,43,100,62
2987,Male,63,47,23
2403,Female,61,48,75
2038,Male,45,131,77
2176,Female,70,36,97
2947,Male,53,87,86
2717,Male,60,144,16
2909,Male,69,16,34
2903,Female,50,44,11
2845,Female,51,125,1
2580,Female,26,97,82
2168,Female,35,104,41
2996,Male,26,47,52
2644,Female,52,63,20
2412,Female,45,134,63
2718,Female,48,136,92
2788,Male,45,107,38
2101,Male,65,40,51
2667,Female,32,111,78
2852,Male,38,47,4
2972,Female,52,15,85
2490,Female,26,123,64
2782,Female,29,122,14
2323,Female,46,143,30
2955,Male,69,77,23
2030,Male,30,99,83
2017,Female,22,83,83
2388,Female,26,73,41
2945,Female,22,25,72
2858,Female,26,74,52
2070,Male,21,57,17
2964,Male,53,99,20
2907,Male,45,34,37
2296,Female,47,150,37
2598,Male,27,120,14
2777,Female,54,148,83
2320,Female,20,142,83
2450,Female,54,123,1
2442,Male,49,63,47
2545,Male,18,125,69
2687,Female,63,127,74
2222,Male,49,140,51
2421,Female,48,32,96
2687,Female,55,52,71
2203,Male,18,21,79
2936,Female,34,46,69
2321,Male,46,125,65
2476,Male,31,61,30
2744,Female,50,89,15
2887,Male,49,131,37
2048,Female,23,102,96
2586,Male,69,30,29
2857,Male,63,81,34
2619,Female,66,75,47
2026,Male,31,78,82
2540,Male,37,64,41
2005,Male,48,138,47
2008,Male,48,48,88
2110,Male,63,126,10
2171,Female,49,143,59
2072,Male,50,98,12
2411,Female,19,136,73
2036,Female,48,36,80
2452,Female,38,120,70
2240,Female,44,28,89
2140,Female,20,15,88
2462,Female,22,60,69
2952,Male,43,138,40
2336,Female,45,114,22
2453,Male,39,65,18
2264,Male,32,138,9
2059,Female,56,66,34
2403,Male,30,45,1
2749,Male,27,142,15
2596,Female,68,75,55
2782,Female,70,26,29
2672,Male,69,24,52
2458,Female,60,26,87
2093,Male,55,143,57
2041,Male,64,142,16
2948,Female,29,40,59
2284,Male,28,124,13
2847,Female,42,126,12
2970,Male,39,55,37
2372,Male,19,54,50
2912,Female,66,46,35
2579,Female,62,122,15
2144,Male,69,61,68
2313,Male,66,54,55
2879,Male,54,52,14
2309,Male,44,52,58
2365,Female,37,35,68
2593,Male,32,121,55
2640,Female,60,41,78
2858,Female,35,72,10
2349,Male,64,116,51
2202,Male,25,23,82
2593,Female,38,96,75
2696,Female,51,148,28
2410,Male,29,63,76
2736,Male,41,104,2
2539,Male,37,33,14
2935,Female,48,43,20
2104,Male,52,145,61
2058,Female,23,71,91
2924,Female,70,67,7
2426,Male,48,132,14
2283,Male,38,112,40
2613,Female,48,102,71
2376,Male,52,134,10
2249,Female,46,150,93
2402,Female,31,41,60
2937,Female,32,20,36
2909,Male,45,57,59
2052,Female,33,124,20
2580,Male,44,142,19
2054,Male,30,148,73
2757,Male,53,77,66
2203,Female,57,87,46
2794,Male,33,22,49
2652,Female,65,15,65
2516,Female,54,82,5
2945,Male,66,101,19
2459,Male,51,48,92
2508,Female,53,106,74
2021,Female,33,19,89
2940,Female,30,135,57
2486,Female,26,45,9
2095,Male,51,147,58
2425,Male,43,105,29
2523,Male,58,74,93
2555,Male,43,62,60
2899,Male,35,25,16
2835,Female,23,90,33
2453,Male,54,19,64
2083,Male,39,144,60
2337,Male,31,35,73
2739,Female,38,149,60
2644,Female,52,125,71
2377,Female,66,105,67
2593,Female,60,123,44
2888,Male,46,92,70
2832,Male,44,58,42
2391,Male,25,65,71
2570,Female,68,84,71
2797,Male,21,25,39
2345,Female,65,76,52
2857,Male,55,104,30
2356,Female,55,96,79
2559,Male,34,61,14
2473,Female,56,126,17
2707,Female,38,55,99
2358,Female,28,89,2
2702,Female,44,34,93
2772,Male,58,143,36
2566,Female,58,39,32
2403,Male,67,139,26
2430,Male,19,27,72
2452,Female,28,60,8
2169,Female,69,43,32
2416,Male,34,88,58
2337,Male,18,75,75
2934,Female,41,92,49
2560,Female,55,18,5
2653,Male,65,62,39
2056,Female,70,147,72
2071,Male,60,28,41
2415,Male,25,101,1
2432,Male,46,58,35
2517,Male,34,122,5
2655,Female,23,149,11
2907,Male,34,140,27
2484,Female,48,103,64
2288,Female,46,134,24
2572,Female,18,125,5
2659,Male,30,95,39
2212,Male,64,91,36
2588,Male,34,129,47
2997,Male,44,88,53
2915,Male,40,106,44
2714,Male,33,77,10
2440,Female,67,86,64
2768,Male,63,112,89
2279,Male,70,76,21
2646,Male,54,66,10
2210,Female,42,16,28
2190,Female,26,148,26
2506,Female,64,86,45
2692,Female,40,95,21
2548,Female,70,56,32
2849,Male,46,138,49
2831,Female,53,73,93
2921,Male,21,19,88
2229,Male,48,58,33
2841,Male,34,42,27
2067,Male,27,34,62
2425,Female,35,103,65
2929,Female,40,100,17
2954,Male,37,144,74
2139,Female,54,114,20
2797,Male,43,140,40
2990,Male,62,73,13
2101,Male,21,102,10
2259,Male,48,82,47
2400,Male,64,62,23
2782,Female,22,45,65
2830,Female,19,87,57
2585,Female,70,67,22
2700,Female,32,58,1
2060,Female,29,150,84
2962,Female,47,73,84
2222,Female,58,41,79
2810,Male,25,55,30
2804,Male,53,54,20
2046,Female,68,70,9
2226,Male,31,57,98
2590,Female,21,115,51
2261,Female,48,56,36
2550,Male,62,97,58
2855,Male,36,122,6
2869,Female,49,71,18
2285,Male,26,115,73
2330,Female,63,91,9
2932,Female,55,63,61
2424,Female,23,65,78
2157,Male,21,102,63
2013,Female,38,31,23
2717,Female,55,21,56
2404,Female,47,113,49
2072,Male,19,94,84
2281,Male,63,64,66
2322,Female,61,67,79
2560,Male,58,134,2
2180,Female,20,116,87
2506,Female,26,125,74
2110,Male,66,38,88
2506,Female,47,116,40
2240,Male,32,102,76
2334,Male,40,49,47
2743,Female,37,104,43
2730,Male,50,25,40
2072,Male,24,98,27
2747,Male,67,42,22
2859,Female,49,82,53
2112,Male,57,62,58
2041,Female,68,23,51
2881,Female,40,33,97
2656,Female,19,90,26
2410,Male,20,69,74
2606,Female,21,46,44
2066,Female,18,146,30
2354,Female,23,139,28
2813,Female,59,54,23
2044,Male,42,108,71
2879,Male,68,58,18
2914,Male,59,128,20
2859,Male,42,57,39
2176,Female,69,100,18
2364,Female,46,134,81
2544,Female,40,101,59
2924,Female,19,94,40
2959,Male,70,108,3
2568,Male,66,86,54
2617,Female,52,136,20
2865,Male,31,21,54
2331,Male,18,134,71
2020,Female,52,58,91
2371,Male,21,56,75
2697,Male,40,134,51
2571,Male,38,62,54
2877,Female,53,23,66
2996,Female,70,129,2
2360,Male,50,146,28
2761,Female,51,125,53
2199,Male,24,25,99
2232,Female,70,45,59
2995,Female,54,56,45
2176,Female,60,94,72
2394,Female,58,114,98
2759,Female,40,80,44
2939,Female,53,65,62
2996,Male,45,79,38
2497,Male,25,61,37
2044,Male,27,22,96
2839,Female,29,101,84
2455,Male,56,35,97
2270,Female,60,81,63
2211,Female,29,115,8
2330,Female,57,121,65
2530,Male,69,110,50
2031,Male,44,44,21
2463,Female,35,116,70
2455,Male,55,118,78
2167,Male,70,122,88
2436,Male,61,38,75
2385,Female,45,41,23
2368,Female,34,92,54
2106,Male,50,23,36
2598,Male,40,75,69
2666,Male,41,99,56
2054,Female,30,38,73
2213,Female,31,57,63
2385,Female,24,91,47
2364,Male,47,93,8
2544,Male,23,64,96
2956,Female,51,77,92
2337,Male,40,34,46
2390,Female,68,102,2
2353,Female,34,51,45
2271,Male,66,129,15
2264,Male,59,101,68
2589,Female,28,41,58
2978,Female,64,92,35
2172,Female,23,110,70
2436,Male,45,34,1
2666,Female,59,53,63
2929,Male,31,39,24
2812,Female,19,30,23
2644,Male,54,35,52
2638,Female,59,48,62
2074,Male,58,39,75
2462,Female,28,35,32
2209,Male,35,145,3
2210,Female,20,128,6
2625,Female,57,43,3
2680,Female,41,112,43
2410,Male,66,128,70
2614,Female,47,96,89
2040,Female,57,138,88
2707,Male,36,147,38
2928,Female,19,134,14
